user_id,restaurant_id,age,gender,meal_category,review
U2000,AaharAlly_Main,21,Female,Chinese,A delightful Chinese experience.
U2000,AaharAlly_Main,21,Female,Vegan,Perfect flavor in this Vegan.
U2000,AaharAlly_Main,21,Female,Dessert,Highly recommend the Dessert.
U2000,AaharAlly_Main,21,Female,Spicy,Perfect flavor in this Spicy.
U2000,AaharAlly_Main,21,Female,Vegan,Perfect flavor in this Vegan.
U2001,AaharAlly_Main,27,Female,Dessert,The Dessert was amazing.
U2001,AaharAlly_Main,27,Female,Vegan,A delightful Vegan experience.
U2001,AaharAlly_Main,27,Female,Vegan,Highly recommend the Vegan.
U2002,AaharAlly_Main,30,Female,Indian Curry,A delightful Indian Curry experience.
U2002,AaharAlly_Main,30,Female,Healthy,I loved the Healthy!
U2002,AaharAlly_Main,30,Female,Healthy,The Healthy was amazing.
U2002,AaharAlly_Main,30,Female,Dessert,The Dessert was terrible.
U2002,AaharAlly_Main,30,Female,Healthy,Best Healthy I've ever had.
U2003,AaharAlly_Main,42,Female,Vegan,I loved the Vegan!
U2003,AaharAlly_Main,42,Female,Healthy,Bad experience with Healthy.
U2003,AaharAlly_Main,42,Female,Vegan,"Delicious Vegan, will order again."
U2003,AaharAlly_Main,42,Female,Chinese,I loved the Chinese!
U2004,AaharAlly_Main,20,Female,Cheesy,The Cheesy was amazing.
U2004,AaharAlly_Main,20,Female,Street Food,"Delicious Street Food, will order again."
U2004,AaharAlly_Main,20,Female,Dessert,Bad experience with Dessert.
U2004,AaharAlly_Main,20,Female,Chinese,Best Chinese I've ever had.
U2004,AaharAlly_Main,20,Female,Cheesy,Disappointed with the Cheesy.
U2005,AaharAlly_Main,45,Male,Seafood,"Delicious Seafood, will order again."
U2005,AaharAlly_Main,45,Male,Spicy,I loved the Spicy!
U2006,AaharAlly_Main,77,Female,Indian Curry,Best Indian Curry I've ever had.
U2006,AaharAlly_Main,77,Female,Indian Curry,"Delicious Indian Curry, will order again."
U2006,AaharAlly_Main,77,Female,Healthy,Best Healthy I've ever had.
U2006,AaharAlly_Main,77,Female,South Indian,Best South Indian I've ever had.
U2007,AaharAlly_Main,33,Female,Indian Curry,Highly recommend the Indian Curry.
U2007,AaharAlly_Main,33,Female,Dessert,Best Dessert I've ever had.
U2007,AaharAlly_Main,33,Female,Dessert,Best Dessert I've ever had.
U2008,AaharAlly_Main,32,Male,Indian Curry,Highly recommend the Indian Curry.
U2008,AaharAlly_Main,32,Male,Seafood,Highly recommend the Seafood.
U2009,AaharAlly_Main,33,Female,Healthy,A delightful Healthy experience.
U2009,AaharAlly_Main,33,Female,Vegan,I loved the Vegan!
U2009,AaharAlly_Main,33,Female,Healthy,The Healthy was amazing.
U2009,AaharAlly_Main,33,Female,Healthy,Perfect flavor in this Healthy.
U2010,AaharAlly_Main,26,Female,Vegan,A delightful Vegan experience.
U2010,AaharAlly_Main,26,Female,Dessert,A delightful Dessert experience.
U2010,AaharAlly_Main,26,Female,Vegan,A delightful Vegan experience.
U2010,AaharAlly_Main,26,Female,Vegan,Highly recommend the Vegan.
U2011,AaharAlly_Main,18,Female,Street Food,"Delicious Street Food, will order again."
U2011,AaharAlly_Main,18,Female,Vegan,"Delicious Vegan, will order again."
U2011,AaharAlly_Main,18,Female,Dessert,Highly recommend the Dessert.
U2011,AaharAlly_Main,18,Female,Spicy,"Delicious Spicy, will order again."
U2012,AaharAlly_Main,31,Female,Healthy,Perfect flavor in this Healthy.
U2012,AaharAlly_Main,31,Female,Chinese,A delightful Chinese experience.
U2012,AaharAlly_Main,31,Female,Vegan,Bad experience with Vegan.
U2012,AaharAlly_Main,31,Female,Healthy,Best Healthy I've ever had.
U2013,AaharAlly_Main,45,Male,Chinese,A delightful Chinese experience.
U2013,AaharAlly_Main,45,Male,Indian Curry,The Indian Curry was amazing.
U2014,AaharAlly_Main,64,Female,Indian Curry,The Indian Curry was amazing.
U2014,AaharAlly_Main,64,Female,Vegan,The Vegan was amazing.
U2014,AaharAlly_Main,64,Female,Healthy,I loved the Healthy!
U2014,AaharAlly_Main,64,Female,South Indian,I loved the South Indian!
U2014,AaharAlly_Main,64,Female,Healthy,Highly recommend the Healthy.
U2015,AaharAlly_Main,74,Female,Indian Curry,A delightful Indian Curry experience.
U2016,AaharAlly_Main,60,Female,South Indian,Highly recommend the South Indian.
U2016,AaharAlly_Main,60,Female,Indian Curry,The Indian Curry was amazing.
U2016,AaharAlly_Main,60,Female,Indian Curry,"Delicious Indian Curry, will order again."
U2017,AaharAlly_Main,27,Female,Vegan,"Delicious Vegan, will order again."
U2018,AaharAlly_Main,49,Male,Indian Curry,I loved the Indian Curry!
U2018,AaharAlly_Main,49,Male,Seafood,Highly recommend the Seafood.
U2018,AaharAlly_Main,49,Male,Indian Curry,Best Indian Curry I've ever had.
U2018,AaharAlly_Main,49,Male,Indian Curry,"Too salty, hated the Indian Curry."
U2018,AaharAlly_Main,49,Male,Indian Curry,"Delicious Indian Curry, will order again."
U2019,AaharAlly_Main,42,Female,Indian Curry,Highly recommend the Indian Curry.
U2020,AaharAlly_Main,22,Male,Chinese,Highly recommend the Chinese.
U2020,AaharAlly_Main,22,Male,Street Food,The Street Food was amazing.
U2020,AaharAlly_Main,22,Male,Chinese,Perfect flavor in this Chinese.
U2021,AaharAlly_Main,34,Male,Seafood,"Delicious Seafood, will order again."
U2021,AaharAlly_Main,34,Male,Seafood,Perfect flavor in this Seafood.
U2021,AaharAlly_Main,34,Male,Chinese,Perfect flavor in this Chinese.
U2022,AaharAlly_Main,68,Male,Indian Curry,Best Indian Curry I've ever had.
U2022,AaharAlly_Main,68,Male,Indian Curry,I loved the Indian Curry!
U2022,AaharAlly_Main,68,Male,Indian Curry,I loved the Indian Curry!
U2022,AaharAlly_Main,68,Male,South Indian,"Delicious South Indian, will order again."
U2023,AaharAlly_Main,68,Female,Vegan,Highly recommend the Vegan.
U2023,AaharAlly_Main,68,Female,Vegan,A delightful Vegan experience.
U2023,AaharAlly_Main,68,Female,Indian Curry,Highly recommend the Indian Curry.
U2024,AaharAlly_Main,42,Male,Seafood,The Seafood was cold and tasteless.
U2025,AaharAlly_Main,60,Male,Healthy,I loved the Healthy!
U2026,AaharAlly_Main,25,Male,Chinese,Perfect flavor in this Chinese.
U2026,AaharAlly_Main,25,Male,Biryani,Disappointed with the Biryani.
U2026,AaharAlly_Main,25,Male,Indian Curry,The Indian Curry was amazing.
U2026,AaharAlly_Main,25,Male,Indian Curry,"Delicious Indian Curry, will order again."
U2026,AaharAlly_Main,25,Male,Healthy,Highly recommend the Healthy.
U2027,AaharAlly_Main,24,Female,Cheesy,I loved the Cheesy!
U2027,AaharAlly_Main,24,Female,Dessert,Disappointed with the Dessert.
U2028,AaharAlly_Main,17,Male,Street Food,Best Street Food I've ever had.
U2028,AaharAlly_Main,17,Male,Chinese,"Delicious Chinese, will order again."
U2029,AaharAlly_Main,28,Female,Healthy,A delightful Healthy experience.
U2029,AaharAlly_Main,28,Female,Chinese,Best Chinese I've ever had.
U2029,AaharAlly_Main,28,Female,Indian Curry,The Indian Curry was cold and tasteless.
U2030,AaharAlly_Main,58,Female,Indian Curry,The Indian Curry was cold and tasteless.
U2030,AaharAlly_Main,58,Female,South Indian,"Delicious South Indian, will order again."
U2030,AaharAlly_Main,58,Female,Vegan,Do not order the Vegan.
U2031,AaharAlly_Main,23,Male,Street Food,A delightful Street Food experience.
U2031,AaharAlly_Main,23,Male,Spicy,Highly recommend the Spicy.
U2031,AaharAlly_Main,23,Male,Snacks,I loved the Snacks!
U2031,AaharAlly_Main,23,Male,Street Food,I loved the Street Food!
U2032,AaharAlly_Main,20,Female,Cheesy,Highly recommend the Cheesy.
U2032,AaharAlly_Main,20,Female,Dessert,Worst Dessert ever.
U2033,AaharAlly_Main,39,Female,Healthy,I loved the Healthy!
U2033,AaharAlly_Main,39,Female,Indian Curry,Highly recommend the Indian Curry.
U2033,AaharAlly_Main,39,Female,Vegan,I loved the Vegan!
U2033,AaharAlly_Main,39,Female,Healthy,Disappointed with the Healthy.
U2034,AaharAlly_Main,17,Female,Dessert,"Delicious Dessert, will order again."
U2034,AaharAlly_Main,17,Female,Street Food,A delightful Street Food experience.
U2034,AaharAlly_Main,17,Female,Dessert,I loved the Dessert!
U2035,AaharAlly_Main,20,Male,Healthy,Worst Healthy ever.
U2035,AaharAlly_Main,20,Male,Street Food,Best Street Food I've ever had.
U2035,AaharAlly_Main,20,Male,Spicy,Highly recommend the Spicy.
U2035,AaharAlly_Main,20,Male,Snacks,"Too salty, hated the Snacks."
U2035,AaharAlly_Main,20,Male,Chinese,"Delicious Chinese, will order again."
U2036,AaharAlly_Main,20,Female,Cheesy,The Cheesy was amazing.
U2036,AaharAlly_Main,20,Female,Street Food,A delightful Street Food experience.
U2037,AaharAlly_Main,35,Male,Indian Curry,Best Indian Curry I've ever had.
U2037,AaharAlly_Main,35,Male,Seafood,Perfect flavor in this Seafood.
U2037,AaharAlly_Main,35,Male,Indian Curry,A delightful Indian Curry experience.
U2037,AaharAlly_Main,35,Male,Indian Curry,The Indian Curry was terrible.
U2038,AaharAlly_Main,69,Male,Indian Curry,A delightful Indian Curry experience.
U2038,AaharAlly_Main,69,Male,Indian Curry,The Indian Curry was terrible.
U2038,AaharAlly_Main,69,Male,Seafood,The Seafood was amazing.
U2038,AaharAlly_Main,69,Male,Indian Curry,Perfect flavor in this Indian Curry.
U2039,AaharAlly_Main,28,Male,Indian Curry,Highly recommend the Indian Curry.
U2040,AaharAlly_Main,69,Male,South Indian,Best South Indian I've ever had.
U2041,AaharAlly_Main,37,Female,Healthy,"Delicious Healthy, will order again."
U2041,AaharAlly_Main,37,Female,Vegan,"Delicious Vegan, will order again."
U2041,AaharAlly_Main,37,Female,Vegan,Worst Vegan ever.
U2041,AaharAlly_Main,37,Female,Vegan,A delightful Vegan experience.
U2041,AaharAlly_Main,37,Female,Indian Curry,Disappointed with the Indian Curry.
U2042,AaharAlly_Main,42,Male,Indian Curry,Highly recommend the Indian Curry.
U2042,AaharAlly_Main,42,Male,Indian Curry,I loved the Indian Curry!
U2042,AaharAlly_Main,42,Male,Chinese,The Chinese was terrible.
U2043,AaharAlly_Main,53,Female,Vegan,Perfect flavor in this Vegan.
U2043,AaharAlly_Main,53,Female,Vegan,I loved the Vegan!
U2044,AaharAlly_Main,69,Female,Indian Curry,Bad experience with Indian Curry.
U2044,AaharAlly_Main,69,Female,South Indian,I loved the South Indian!
U2045,AaharAlly_Main,42,Male,Indian Curry,A delightful Indian Curry experience.
U2045,AaharAlly_Main,42,Male,Biryani,"Delicious Biryani, will order again."
U2045,AaharAlly_Main,42,Male,Spicy,Best Spicy I've ever had.
U2045,AaharAlly_Main,42,Male,Chinese,Worst Chinese ever.
U2046,AaharAlly_Main,20,Male,Cheesy,"Delicious Cheesy, will order again."
U2047,AaharAlly_Main,39,Male,Chinese,I loved the Chinese!
U2048,AaharAlly_Main,25,Male,Chinese,"Delicious Chinese, will order again."
U2048,AaharAlly_Main,25,Male,Biryani,The Biryani was amazing.
U2048,AaharAlly_Main,25,Male,Indian Curry,Perfect flavor in this Indian Curry.
U2048,AaharAlly_Main,25,Male,Spicy,Best Spicy I've ever had.
U2049,AaharAlly_Main,53,Female,Healthy,I loved the Healthy!
U2049,AaharAlly_Main,53,Female,Indian Curry,Highly recommend the Indian Curry.
U2049,AaharAlly_Main,53,Female,Vegan,I loved the Vegan!
U2049,AaharAlly_Main,53,Female,Healthy,The Healthy was amazing.
U2049,AaharAlly_Main,53,Female,Vegan,Highly recommend the Vegan.
U2050,AaharAlly_Main,62,Female,Vegan,A delightful Vegan experience.
U2050,AaharAlly_Main,62,Female,Healthy,I loved the Healthy!
U2051,AaharAlly_Main,30,Female,Dessert,Highly recommend the Dessert.
U2052,AaharAlly_Main,72,Male,Healthy,Perfect flavor in this Healthy.
U2052,AaharAlly_Main,72,Male,Indian Curry,I loved the Indian Curry!
U2053,AaharAlly_Main,60,Male,Seafood,A delightful Seafood experience.
U2054,AaharAlly_Main,42,Female,Indian Curry,A delightful Indian Curry experience.
U2054,AaharAlly_Main,42,Female,Vegan,I loved the Vegan!
U2054,AaharAlly_Main,42,Female,Healthy,"Delicious Healthy, will order again."
U2054,AaharAlly_Main,42,Female,Dessert,I loved the Dessert!
U2054,AaharAlly_Main,42,Female,Chinese,I loved the Chinese!
U2055,AaharAlly_Main,37,Female,Healthy,Perfect flavor in this Healthy.
U2055,AaharAlly_Main,37,Female,Dessert,Perfect flavor in this Dessert.
U2056,AaharAlly_Main,17,Female,Dessert,Highly recommend the Dessert.
U2057,AaharAlly_Main,22,Female,Dessert,Best Dessert I've ever had.
U2057,AaharAlly_Main,22,Female,Vegan,I loved the Vegan!
U2057,AaharAlly_Main,22,Female,Dessert,A delightful Dessert experience.
U2058,AaharAlly_Main,16,Male,Cheesy,The Cheesy was amazing.
U2058,AaharAlly_Main,16,Male,Spicy,Highly recommend the Spicy.
U2058,AaharAlly_Main,16,Male,Healthy,"Too salty, hated the Healthy."
U2058,AaharAlly_Main,16,Male,Chinese,I loved the Chinese!
U2058,AaharAlly_Main,16,Male,Snacks,"Delicious Snacks, will order again."
U2059,AaharAlly_Main,41,Male,Indian Curry,Perfect flavor in this Indian Curry.
U2059,AaharAlly_Main,41,Male,Seafood,Perfect flavor in this Seafood.
U2059,AaharAlly_Main,41,Male,Chinese,Perfect flavor in this Chinese.
U2059,AaharAlly_Main,41,Male,Chinese,"Delicious Chinese, will order again."
U2060,AaharAlly_Main,33,Female,Healthy,I loved the Healthy!
U2060,AaharAlly_Main,33,Female,Vegan,Perfect flavor in this Vegan.
U2060,AaharAlly_Main,33,Female,Vegan,A delightful Vegan experience.
U2060,AaharAlly_Main,33,Female,Dessert,"Delicious Dessert, will order again."
U2060,AaharAlly_Main,33,Female,Indian Curry,Bad experience with Indian Curry.
U2061,AaharAlly_Main,25,Female,Vegan,Highly recommend the Vegan.
U2061,AaharAlly_Main,25,Female,Vegan,The Vegan was amazing.
U2061,AaharAlly_Main,25,Female,Healthy,Best Healthy I've ever had.
U2061,AaharAlly_Main,25,Female,Vegan,"Delicious Vegan, will order again."
U2061,AaharAlly_Main,25,Female,Dessert,"Delicious Dessert, will order again."
U2062,AaharAlly_Main,31,Male,Biryani,I loved the Biryani!
U2062,AaharAlly_Main,31,Male,Indian Curry,"Delicious Indian Curry, will order again."
U2063,AaharAlly_Main,24,Female,Chinese,Highly recommend the Chinese.
U2063,AaharAlly_Main,24,Female,Street Food,Highly recommend the Street Food.
U2064,AaharAlly_Main,54,Female,Healthy,Highly recommend the Healthy.
U2064,AaharAlly_Main,54,Female,Indian Curry,"Delicious Indian Curry, will order again."
U2065,AaharAlly_Main,23,Male,Street Food,I loved the Street Food!
U2065,AaharAlly_Main,23,Male,Cheesy,The Cheesy was amazing.
U2065,AaharAlly_Main,23,Male,Cheesy,I loved the Cheesy!
U2066,AaharAlly_Main,51,Female,Healthy,"Delicious Healthy, will order again."
U2067,AaharAlly_Main,17,Female,Dessert,I loved the Dessert!
U2067,AaharAlly_Main,17,Female,Chinese,"Delicious Chinese, will order again."
U2068,AaharAlly_Main,80,Female,Indian Curry,The Indian Curry was amazing.
U2068,AaharAlly_Main,80,Female,Healthy,I loved the Healthy!
U2068,AaharAlly_Main,80,Female,Healthy,The Healthy was amazing.
U2068,AaharAlly_Main,80,Female,Healthy,Perfect flavor in this Healthy.
U2068,AaharAlly_Main,80,Female,Vegan,The Vegan was cold and tasteless.
U2069,AaharAlly_Main,15,Male,Snacks,Best Snacks I've ever had.
U2069,AaharAlly_Main,15,Male,Street Food,I loved the Street Food!
U2069,AaharAlly_Main,15,Male,Chinese,"Delicious Chinese, will order again."
U2069,AaharAlly_Main,15,Male,Spicy,Best Spicy I've ever had.
U2070,AaharAlly_Main,73,Male,Seafood,Worst Seafood ever.
U2070,AaharAlly_Main,73,Male,Indian Curry,I loved the Indian Curry!
U2071,AaharAlly_Main,16,Female,Chinese,Bad experience with Chinese.
U2071,AaharAlly_Main,16,Female,Vegan,I loved the Vegan!
U2071,AaharAlly_Main,16,Female,Dessert,Perfect flavor in this Dessert.
U2072,AaharAlly_Main,22,Female,Vegan,Best Vegan I've ever had.
U2072,AaharAlly_Main,22,Female,Street Food,A delightful Street Food experience.
U2072,AaharAlly_Main,22,Female,Vegan,A delightful Vegan experience.
U2072,AaharAlly_Main,22,Female,Street Food,Perfect flavor in this Street Food.
U2072,AaharAlly_Main,22,Female,Spicy,Bad experience with Spicy.
U2073,AaharAlly_Main,41,Female,Chinese,Disappointed with the Chinese.
U2073,AaharAlly_Main,41,Female,Healthy,Do not order the Healthy.
U2073,AaharAlly_Main,41,Female,Vegan,The Vegan was amazing.
U2073,AaharAlly_Main,41,Female,Vegan,The Vegan was amazing.
U2074,AaharAlly_Main,17,Female,Street Food,Best Street Food I've ever had.
U2074,AaharAlly_Main,17,Female,Dessert,Disappointed with the Dessert.
U2074,AaharAlly_Main,17,Female,Chinese,"Delicious Chinese, will order again."
U2075,AaharAlly_Main,59,Male,Healthy,I loved the Healthy!
U2075,AaharAlly_Main,59,Male,Healthy,"Delicious Healthy, will order again."
U2075,AaharAlly_Main,59,Male,Indian Curry,Perfect flavor in this Indian Curry.
